"Sort_ID","Entry_date","Study_number","Author","Duplicate_record","Quality_flag","Contributor","Checker","Country","Region","Site_name","Site_ID","Paper_year","Study_midyear","YearsOfData","Annual_coverage","Latitude","Longitude","Elevation","MAT","MAP","MPET","Study_temp","Study_precip","Manipulation","Manipulation_level","Manipulation_age","IGBP.x","Ecosystem_age","Species","Leaf_habit","Ecosystem_state","LAI","Soil_family","Soil_texture","Soil_sand","Soil_silt","Soil_clay","Soil_rock","Soil_depth","Soil_BD","Soil_pH","Soil_SAR","Soil_SOC","Soil_C_stock","Soil_N","Soil_CN","Crust","Ksat","E","I30","EI30_R","K","L","Slope","Plant_cover_C","P","Meas_method","Field_scale","Field_area","Measure_time","Measure_interval","Replication","ER_annual_paper","ER_annual_units","Convertor","ER_annual","ER_Sedt_se","ER_Sedt_sd","ER_max","ER_maxday","Sediment_annual","Runoff_annual","Runoff_se","Runoff_sd","Runoff_max","Runoff_max_day","Leaching","Leaching_unit","Leaching_type","Data_source","Notes","Comments1","Comments2","Comment3","X","X.1","X.2","Tannual_del","Pannual_del","Latitude2","Longitude2","IGBP.y","Ecosystem","IGBP_group","barren_yn","ClimateTypes","MiddleClimate","Ecosystem2","MAT_Del","MAP_Del","IGBP","Soil_Group","Meas_method_group"
2597,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","11532500","","US-USGS-NA159",2015,2003,5,NA,41.792,-124.075,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",613650000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",2.601763285,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,NA,NA,41.75,-124.25,"WAT","Wetland","WAT",0,"Csb","Cs","Wetland",NA,NA,"OTH","OTH","Bathymetry"
2598,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","50013000","","US-USGS-NA160",2015,2003,3,NA,18.297,-66.843,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",7620000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",12.01934383,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,25.45,1939.7,18.25,-66.75,"EBF","Forest","EF",0,"Am","A","Tropic FOR",24.71,1918.9,"OTH","OTH","Bathymetry"
2599,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","50014000","","US-USGS-NA161",2015,2003,3,NA,18.299,-66.842,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",4680000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",17.4650641,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,25.45,1939.7,18.25,-66.75,"EBF","Forest","EF",0,"Am","A","Tropic FOR",24.71,1918.9,"OTH","OTH","Bathymetry"
2600,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","50021500","","US-USGS-NA162",2015,2003,6,NA,18.231,-66.707,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",9550000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",37.74061082,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,25.45,1939.7,18.25,-66.75,"EBF","Forest","EF",0,"Am","A","Tropic FOR",24.71,1918.9,"OTH","OTH","Bathymetry"
2601,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","50023000","","US-USGS-NA163",2015,2003,6,NA,18.214,-66.667,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",5660000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",24.07892226,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,25.45,1939.7,18.25,-66.75,"EBF","Forest","EF",0,"Am","A","Tropic FOR",24.71,1918.9,"OTH","OTH","Bathymetry"
2602,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","50028000","","US-USGS-NA164",2015,2003,28,NA,18.301,-66.785,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",18400000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",28.07107065,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,25.45,1939.7,18.25,-66.75,"EBF","Forest","EF",0,"Am","A","Tropic FOR",24.71,1918.9,"OTH","OTH","Bathymetry"
2603,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","50034000","","US-USGS-NA165",2015,2003,1,NA,18.236,-66.47,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",16700000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",63.46165269,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,24.925,1730,18.25,-66.25,"CVM","Agriculture","CRO",0,"Am","A","Agriculture",24.67,1691.48,"OTH","OTH","Bathymetry"
2604,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","50043800","","US-USGS-NA166",2015,2003,5,NA,18.223,-66.226,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",108500000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",20.75133843,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,24.925,1730,18.25,-66.25,"CVM","Agriculture","CRO",0,"Am","A","Agriculture",24.67,1691.48,"OTH","OTH","Bathymetry"
2605,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","50044830","","US-USGS-NA167",2015,2003,6,NA,18.302,-66.226,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",9190000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",18.6716177,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,24.925,1730,18.25,-66.25,"CVM","Agriculture","CRO",0,"Am","A","Agriculture",24.67,1691.48,"OTH","OTH","Bathymetry"
2606,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","50047560","","US-USGS-NA168",2015,2003,6,NA,18.201,-66.156,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",8320000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",2.906145833,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,24.925,1730,18.25,-66.25,"CVM","Agriculture","CRO",0,"Am","A","Agriculture",24.67,1691.48,"OTH","OTH","Bathymetry"
2607,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","50047820","","US-USGS-NA169",2015,2003,2,NA,18.303,-66.156,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",31900000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",34.49904075,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,24.925,1730,18.25,-66.25,"CVM","Agriculture","CRO",0,"Am","A","Agriculture",24.67,1691.48,"OTH","OTH","Bathymetry"
2608,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","50048770","","US-USGS-NA170",2015,2003,8,NA,18.364,-66.06,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",7490000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",134.9487684,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,24.925,1730,18.25,-66.25,"CVM","Agriculture","CRO",0,"Am","A","Agriculture",24.67,1691.48,"OTH","OTH","Bathymetry"
2609,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","50050900","","US-USGS-NA171",2015,2003,5,NA,18.119,-66.009,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",6e+06,"",NA,NA,"","",NA,NA,NA,NA,NA,"",39.39432,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,24.925,1730,18.25,-66.25,"CVM","Agriculture","CRO",0,"Am","A","Agriculture",24.67,1691.48,"OTH","OTH","Bathymetry"
2610,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","50051150","","US-USGS-NA172",2015,2003,10,NA,18.161,-65.99,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",3250000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",37.89090154,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,25.475,2809.2,18.25,-65.75,"CVM","Agriculture","CRO",0,"Am","A","Agriculture",25.23,2493.64,"OTH","OTH","Bathymetry"
2611,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","50051180","","US-USGS-NA173",2015,2003,10,NA,18.173,-65.99,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",3740000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",26.00257487,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,25.475,2809.2,18.25,-65.75,"CVM","Agriculture","CRO",0,"Am","A","Agriculture",25.23,2493.64,"OTH","OTH","Bathymetry"
2612,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","50051310","","US-USGS-NA174",2015,2003,4,NA,18.158,-65.97,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",10200000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",55.36342892,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,25.475,2809.2,18.25,-65.75,"CVM","Agriculture","CRO",0,"Am","A","Agriculture",25.23,2493.64,"OTH","OTH","Bathymetry"
2613,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","50053050","","US-USGS-NA175",2015,2003,4,NA,18.169,-66.04,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",7890000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",86.76479721,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,24.925,1730,18.25,-66.25,"CVM","Agriculture","CRO",0,"Am","A","Agriculture",24.67,1691.48,"OTH","OTH","Bathymetry"
2614,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","50055170","","US-USGS-NA176",2015,2003,4,NA,18.233,-66.04,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",8270000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",18.98782044,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,24.925,1730,18.25,-66.25,"CVM","Agriculture","CRO",0,"Am","A","Agriculture",24.67,1691.48,"OTH","OTH","Bathymetry"
2615,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","50055650","","US-USGS-NA177",2015,2003,3,NA,18.236,-65.873,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",820000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",14.18296748,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,25.475,2809.2,18.25,-65.75,"CVM","Agriculture","CRO",0,"Am","A","Agriculture",25.23,2493.64,"OTH","OTH","Bathymetry"
2616,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","50055750","","US-USGS-NA178",2015,2003,5,NA,18.234,-65.892,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",22300000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",6.991963229,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,25.475,2809.2,18.25,-65.75,"CVM","Agriculture","CRO",0,"Am","A","Agriculture",25.23,2493.64,"OTH","OTH","Bathymetry"
2617,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","50056400","","US-USGS-NA179",2015,2003,9,NA,18.216,-65.931,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",16400000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",18.35962805,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,25.475,2809.2,18.25,-65.75,"CVM","Agriculture","CRO",0,"Am","A","Agriculture",25.23,2493.64,"OTH","OTH","Bathymetry"
2618,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","50056900","","US-USGS-NA180",2015,2003,4,NA,18.248,-65.951,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",2300000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",8.214673913,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,25.475,2809.2,18.25,-65.75,"CVM","Agriculture","CRO",0,"Am","A","Agriculture",25.23,2493.64,"OTH","OTH","Bathymetry"
2619,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","50058350","","US-USGS-NA181",2015,2003,5,NA,18.295,-66.04,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",7530000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",24.06854183,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,24.925,1730,18.25,-66.25,"CVM","Agriculture","CRO",0,"Am","A","Agriculture",24.67,1691.48,"OTH","OTH","Bathymetry"
2620,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","50059050","","US-USGS-NA182",2015,2003,10,NA,18.343,-66.001,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",2.09e+08,"",NA,NA,"","",NA,NA,NA,NA,NA,"",3.189672536,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,24.925,1730,18.25,-66.25,"CVM","Agriculture","CRO",0,"Am","A","Agriculture",24.67,1691.48,"OTH","OTH","Bathymetry"
2621,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","50111000","","US-USGS-NA183",2015,2003,2,NA,18.103,-66.471,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",19300000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",33.1318601,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,24.925,1730,18.25,-66.25,"CVM","Agriculture","CRO",0,"Am","A","Agriculture",24.67,1691.48,"OTH","OTH","Bathymetry"
2622,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","50115000","","US-USGS-NA184",2015,2003,12,NA,18.079,-66.656,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",8820000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",54.2267517,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,25.45,1939.7,18.25,-66.75,"EBF","Forest","EF",0,"Am","A","Tropic FOR",24.71,1918.9,"OTH","OTH","Bathymetry"
2623,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","50136400","","US-USGS-NA185",2015,2003,11,NA,18.16,-67.097,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",18300000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",21.66075211,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,NA,NA,18.25,-67.25,"WAT","Wetland","WAT",0,"Am","A","Wetland",NA,NA,"OTH","OTH","Bathymetry"
2624,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","50292600","","US-USGS-NA186",2015,2003,2,NA,18.326,-64.726,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",380000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",0.002894737,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,NA,NA,18.25,-64.75,"WAT","Wetland","WAT",0,"Am","A","Wetland",NA,NA,"OTH","OTH","Bathymetry"
2625,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","50294000","","US-USGS-NA187",2015,2003,2,NA,18.328,-64.765,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",1480000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",0.171621622,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,NA,NA,18.25,-64.75,"WAT","Wetland","WAT",0,"Am","A","Wetland",NA,NA,"OTH","OTH","Bathymetry"
2626,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","16212800","","US-USGS-NA188",2015,2003,10,NA,21.47,-157.961,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",4290000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",10.16324942,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,NA,NA,21.25,-157.75,"WAT","Wetland","WAT",0,"As","A","Wetland",NA,NA,"OTH","OTH","Bathymetry"
2627,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","16213000","","US-USGS-NA189",2015,2003,22,NA,21.386,-158.014,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",45700000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",4.483449373,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,NA,NA,21.25,-158.25,"WAT","Wetland","WAT",0,"As","A","Wetland",NA,NA,"OTH","OTH","Bathymetry"
2628,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","16225800","","US-USGS-NA190",2015,2003,3,NA,21.409,-157.868,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",1640000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",15.40652439,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,NA,NA,21.25,-157.75,"WAT","Wetland","WAT",0,"As","A","Wetland",NA,NA,"OTH","OTH","Bathymetry"
2629,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","16226200","","US-USGS-NA191",2015,2003,11,NA,21.376,-157.906,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",4010000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",7.532486964,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,NA,NA,21.25,-157.75,"WAT","Wetland","WAT",0,"As","A","Wetland",NA,NA,"OTH","OTH","Bathymetry"
2630,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","16227500","","US-USGS-NA192",2015,2003,8,NA,21.391,-157.851,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",940000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",1.050585106,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,NA,NA,21.25,-157.75,"WAT","Wetland","WAT",0,"As","A","Wetland",NA,NA,"OTH","OTH","Bathymetry"
2631,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","16228200","","US-USGS-NA193",2015,2003,3,NA,21.377,-157.883,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",3340000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",0.705429142,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,NA,NA,21.25,-157.75,"WAT","Wetland","WAT",0,"As","A","Wetland",NA,NA,"OTH","OTH","Bathymetry"
2632,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","16229300","","US-USGS-NA194",2015,2003,2,NA,21.341,-157.877,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",5180000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",0.209971043,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,NA,NA,21.25,-157.75,"WAT","Wetland","WAT",0,"As","A","Wetland",NA,NA,"OTH","OTH","Bathymetry"
2633,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","16265600","","US-USGS-NA195",2015,2003,11,NA,21.389,-157.796,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",1110000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",5.043906634,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,NA,NA,21.25,-157.75,"WAT","Wetland","WAT",0,"As","A","Wetland",NA,NA,"OTH","OTH","Bathymetry"
2634,"2021-08-24",259,"Garc赤a-Ruiz",NA,"","GR","JJ","USA","16270500","","US-USGS-NA196",2015,2003,5,NA,21.395,-157.807,NA,NA,NA,NA,NA,NA,"","","","",NA,"","","",NA,"","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gauging station","Catchment",3210000,"",NA,NA,"","",NA,NA,NA,NA,NA,"",1.694143302,NA,NA,NA,NA,"",NA,"","","SI of study 259","","USGS, 2014","","",NA,NA,NA,NA,NA,21.25,-157.75,"WAT","Wetland","WAT",0,"As","A","Wetland",NA,NA,"OTH","OTH","Bathymetry"
